1.0	-0.0020453701710667627
2.0	0.4705231679667662
3.0	0.592050133216331
4.0	0.8725358215774622
5.0	0.35973008995152544
6.0	0.8852672271072751
7.0	1.4368654177974172
8.0	1.3625439038014557
9.0	1.2490715846782816
10.0	1.3435363468485688
11.0	1.869736189307387
12.0	2.0935541047086392
13.0	1.3365368147469319
14.0	1.497062061530332
15.0	2.286674110651616
16.0	2.3909273457285156
17.0	1.9756255769577207
18.0	2.403790308147922
19.0	2.852471206302418
20.0	2.819862533997374
21.0	2.5309620757727376
22.0	2.7289748580948263
23.0	2.920666705994038
24.0	3.3528254539790767
25.0	3.2057933389346767
26.0	3.9302154931763686
27.0	3.4676492018892917
28.0	4.337841556740272
29.0	4.2154966923341055
30.0	4.567680759813238
